"Country";"Region";"Year";"Birth Rate";"Business Tax Rate";"CO2 Emissions";"Days to Start Business";"Ease of Business";"Energy Usage";"GDP";"Health Exp % GDP";"Health Exp/Capita";"Hours to do Tax";"Infant Mortality Rate";"Internet Usage";"Lending Interest";"Life Expectancy Female";"Life Expectancy Male";"Mobile Phone Usage";"Number of Records";"Population 0-14";"Population 15-64";"Population 65+";"Population Total";"Population Urban";"Tourism Inbound";"Tourism Outbound";"id"
"Venezuela, RB";"The Americas";"12/1/2002";"0.02";"";"193262.00";"108.692";"";"57515.00";"92889586976.00";"0.06";"207.00";"";"0.017";"0.00";"0.366";"76";"70";"0.30";"1.00";"0.327";"0.63";"0.05";"25333622.00";"0.88";"484000000.00";"1546000000.00";623
"Algeria";"Africa";"12/1/2003";"0.02";"";"92533.00";"25";"";"30698.00";"67863832648.00";"0.04";"74.00";"";"0.031";"0.00";"0.081";"71";"68";"0.00";"1.00";"0.307";"0.65";"0.04";"33003442.00";"0.62";"112000000.00";"255000000.00";625
"Angola";"Africa";"12/1/2003";"0.05";"";"9065.00";"119";"";"9004.00";"14188949240.00";"0.05";"45.00";"";"0.125";"0.00";"0.961";"49";"46";"0.00";"1.00";"0.477";"0.50";"0.03";"15421075.00";"0.35";"63000000.00";"49000000.00";626
"Benin";"Africa";"12/1/2003";"0.04";"";"2321.00";"32";"";"2386.00";"3557229702.00";"0.05";"21.00";"";"0.082";"0.00";"";"58";"55";"0.00";"1.00";"0.449";"0.52";"0.03";"7665681.00";"0.39";"108000000.00";"53000000.00";627
"Botswana";"Africa";"12/1/2003";"0.03";"";"4265.00";"107";"";"1907.00";"7511538765.00";"0.04";"190.00";"";"0.051";"0.00";"0.164";"48";"47";"0.20";"1.00";"0.367";"0.60";"0.03";"1832602.00";"0.55";"459000000.00";"235000000.00";628
"Burkina Faso";"Africa";"12/1/2003";"0.05";"";"1078.00";"40";"";"";"4205691122.00";"0.06";"19.00";"";"0.091";"0.00";"";"53";"51";"0.00";"1.00";"0.466";"0.51";"0.03";"12659086.00";"0.20";"38000000.00";"50000000.00";629
"Burundi";"Africa";"12/1/2003";"0.04";"";"165.00";"13";"";"";"784654424.00";"0.07";"6.00";"";"0.082";"0.00";"0.182";"50";"48";"0.00";"1.00";"0.468";"0.50";"0.03";"7264340.00";"0.09";"1200000.00";"15000000.00";630
"Cameroon";"Africa";"12/1/2003";"0.04";"";"3795.00";"45";"";"6766.00";"13621809574.00";"0.05";"39.00";"";"0.084";"0.00";"0.180";"53";"51";"0.10";"1.00";"0.447";"0.52";"0.03";"17223277.00";"0.47";"266000000.00";"272000000.00";631
"Central African Republic";"Africa";"12/1/2003";"0.04";"";"235.00";"22";"";"";"1139754772.00";"0.04";"13.00";"";"0.112";"0.00";"0.180";"46";"43";"0.00";"1.00";"0.421";"0.54";"0.04";"3829636.00";"0.38";"4000000.00";"31000000.00";632
"Chad";"Africa";"12/1/2003";"0.05";"";"381.00";"64";"";"";"2736666451.00";"0.06";"17.00";"";"0.103";"0.00";"0.180";"48";"46";"0.00";"1.00";"0.492";"0.48";"0.03";"9311234.00";"0.22";"";"";633
"Comoros";"Africa";"12/1/2003";"0.04";"";"99.00";"13.5385";"";"";"324470869.00";"0.04";"21.00";"";"0.072";"0.00";"0.118";"60";"57";"0.00";"1.00";"0.414";"0.56";"0.03";"570491.00";"0.28";"16000000.00";"8000000.00";634
"Congo, Dem. Rep.";"Africa";"12/1/2003";"0.05";"";"1698.00";"166";"";"18503.00";"8937565919.00";"0.05";"6.00";"";"0.111";"0.00";"";"49";"46";"0.00";"1.00";"0.464";"0.51";"0.03";"50972323.00";"0.37";"";"";635
"Congo, Rep.";"Africa";"12/1/2003";"0.04";"";"1085.00";"37";"";"999.00";"3495868725.00";"0.03";"27.00";"";"0.070";"0.00";"0.180";"54";"52";"0.10";"1.00";"0.421";"0.54";"0.04";"3363418.00";"0.60";"30000000.00";"118000000.00";636
"Cote d'Ivoire";"Africa";"12/1/2003";"0.04";"";"5460.00";"62";"";"6578.00";"13737482343.00";"0.05";"42.00";"";"0.094";"0.00";"";"47";"46";"0.10";"1.00";"0.422";"0.55";"0.03";"16909801.00";"0.46";"76000000.00";"551000000.00";637
"Djibouti";"Africa";"12/1/2003";"0.03";"";"407.00";"22.7692";"";"";"622044666.00";"0.06";"50.00";"";"0.075";"0.00";"0.113";"59";"56";"0.00";"1.00";"0.390";"0.58";"0.03";"755085.00";"0.77";"6900000.00";"9900000.00";638
"Egypt, Arab Rep.";"Africa";"12/1/2003";"0.02";"";"147963.00";"37";"";"48971.00";"82923680622.00";"0.06";"56.00";"";"0.029";"0.00";"0.135";"72";"67";"0.10";"1.00";"0.335";"0.61";"0.05";"69432477.00";"0.43";"4704000000.00";"1465000000.00";639
"Equatorial Guinea";"Africa";"12/1/2003";"0.04";"";"6018.00";"83.2308";"";"";"2484745876.00";"0.02";"101.00";"";"0.092";"0.00";"0.180";"49";"47";"0.10";"1.00";"0.415";"0.55";"0.03";"568552.00";"0.39";"";"";640
"Eritrea";"Africa";"12/1/2003";"0.04";"";"726.00";"57.4615";"";"804.00";"870247702.00";"0.03";"6.00";"";"0.051";"";"";"60";"55";"";"1.00";"0.446";"0.54";"0.02";"4472533.00";"0.18";"74000000.00";"";641
"Ethiopia";"Africa";"12/1/2003";"0.04";"";"4947.00";"46";"";"27648.00";"8465744001.00";"0.05";"6.00";"";"0.079";"0.00";"0.070";"55";"54";"0.00";"1.00";"0.465";"0.50";"0.03";"71989666.00";"0.15";"336000000.00";"63000000.00";642
"Gabon";"Africa";"12/1/2003";"0.03";"";"1335.00";"35.0769";"";"1593.00";"6054883172.00";"0.04";"174.00";"";"0.053";"0.00";"0.180";"61";"58";"0.20";"1.00";"0.399";"0.54";"0.06";"1315820.00";"0.82";"84000000.00";"239000000.00";643
"Gambia, The";"Africa";"12/1/2003";"0.05";"";"315.00";"17";"";"";"487038678.00";"0.04";"15.00";"";"0.059";"0.00";"0.293";"57";"55";"0.10";"1.00";"0.459";"0.52";"0.03";"1348548.00";"0.51";"58000000.00";"8000000.00";644
"Ghana";"Africa";"12/1/2003";"0.03";"";"7631.00";"22";"";"8226.00";"7632720680.00";"0.05";"18.00";"";"0.060";"0.00";"";"59";"57";"0.00";"1.00";"0.407";"0.56";"0.03";"20301686.00";"0.46";"441000000.00";"216000000.00";645
"Guinea";"Africa";"12/1/2003";"0.04";"";"1342.00";"40";"";"";"3446442219.00";"0.05";"18.00";"";"0.092";"0.00";"";"52";"52";"0.00";"1.00";"0.438";"0.53";"0.03";"9204581.00";"0.32";"";"36000000.00";646
"Guinea-Bissau";"Africa";"12/1/2003";"0.04";"";"194.00";"114.308";"";"";"465414408.00";"0.06";"20.00";"";"0.101";"0.00";"";"53";"51";"0.00";"1.00";"0.431";"0.54";"0.03";"1360559.00";"0.39";"2400000.00";"21300000.00";647
"Kenya";"Africa";"12/1/2003";"0.04";"";"6755.00";"60";"";"14769.00";"14904504019.00";"0.04";"20.00";"";"0.065";"0.00";"0.166";"54";"52";"0.00";"1.00";"0.432";"0.54";"0.03";"33905011.00";"0.21";"619000000.00";"127000000.00";648
"Lesotho";"Africa";"12/1/2003";"0.03";"";"5.30769";"93";"";"";"969181551.00";"0.07";"36.00";"";"0.083";"0.00";"0.160";"44";"44";"0.10";"1.00";"0.404";"0.55";"0.05";"1898757.00";"0.21";"21000000.00";"242000000.00";649
"Liberia";"Africa";"12/1/2003";"0.04";"";"532.00";"16.8462";"";"";"409000000.00";"0.03";"5.00";"";"0.097";"0.00";"0.171";"54";"53";"0.00";"1.00";"0.432";"0.54";"0.03";"3124222.00";"0.45";"";"";650
"Libya";"Africa";"12/1/2003";"0.02";"";"49167.00";"2.69231";"";"17441.00";"24062500000.00";"0.04";"194.00";"";"0.022";"0.00";"0.070";"75";"71";"0.00";"1.00";"0.315";"0.64";"0.04";"5422612.00";"0.77";"243000000.00";"689000000.00";651
"Madagascar";"Africa";"12/1/2003";"0.04";"";"1701.00";"67";"";"";"5474030228.00";"0.05";"15.00";"";"0.061";"0.00";"0.243";"62";"59";"0.00";"1.00";"0.452";"0.52";"0.03";"17245275.00";"0.28";"119000000.00";"67000000.00";652
"Malawi";"Africa";"12/1/2003";"0.04";"";"957.00";"45";"";"";"2424656666.00";"0.06";"13.00";"";"0.084";"0.00";"0.489";"47";"47";"0.00";"1.00";"0.461";"0.51";"0.03";"12238739.00";"0.15";"66000000.00";"70000000.00";653
"Mali";"Africa";"12/1/2003";"0.05";"";"539.00";"41";"";"";"4362439887.00";"0.06";"24.00";"";"0.105";"0.00";"";"50";"51";"0.00";"1.00";"0.462";"0.51";"0.03";"11219737.00";"0.31";"136000000.00";"94000000.00";654
"Mauritania";"Africa";"12/1/2003";"0.04";"";"1474.00";"82";"";"";"1563072653.00";"0.05";"23.00";"";"0.076";"0.00";"0.210";"62";"59";"0.10";"1.00";"0.420";"0.55";"0.03";"2965667.00";"0.52";"";"";655
"Mauritius";"Africa";"12/1/2003";"0.02";"";"3146.00";"13.4615";"";"";"5609836354.00";"0.04";"188.00";"";"0.014";"0.10";"0.210";"76";"69";"0.40";"1.00";"0.249";"0.69";"0.06";"1222811.00";"0.42";"960000000.00";"236000000.00";656
"Morocco";"Africa";"12/1/2003";"0.02";"";"37561.00";"36";"";"11018.00";"49822651702.00";"0.05";"88.00";"";"0.038";"0.00";"0.126";"70";"67";"0.20";"1.00";"0.320";"0.63";"0.05";"29586937.00";"0.54";"3802000000.00";"845000000.00";657
"Mozambique";"Africa";"12/1/2003";"0.05";"";"1918.00";"153";"";"8063.00";"4666197195.00";"0.06";"15.00";"";"0.099";"0.00";"0.247";"49";"46";"0.00";"1.00";"0.444";"0.53";"0.03";"19873460.00";"0.30";"106000000.00";"141000000.00";658
"Namibia";"Africa";"12/1/2003";"0.03";"";"1874.00";"85";"";"1076.00";"4931280096.00";"0.07";"162.00";"";"0.049";"0.00";"0.147";"56";"52";"0.10";"1.00";"0.401";"0.57";"0.03";"1981237.00";"0.35";"383000000.00";"101000000.00";659
"Niger";"Africa";"12/1/2003";"0.05";"";"880.00";"35";"";"";"2731416281.00";"0.07";"15.00";"";"0.090";"0.00";"";"53";"53";"0.00";"1.00";"0.486";"0.49";"0.03";"12254040.00";"0.17";"28000000.00";"39000000.00";660
"Nigeria";"Africa";"12/1/2003";"0.04";"";"93138.00";"36";"";"99007.00";"67655840108.00";"0.08";"39.00";"";"0.103";"0.00";"0.207";"48";"47";"0.00";"1.00";"0.435";"0.54";"0.03";"132550146.00";"0.37";"58000000.00";"2076000000.00";661
"Rwanda";"Africa";"12/1/2003";"0.04";"";"682.00";"18";"";"";"1845979351.00";"0.06";"13.00";"";"0.083";"0.00";"0.171";"53";"51";"0.00";"1.00";"0.452";"0.52";"0.03";"9126167.00";"0.18";"30000000.00";"26000000.00";662
"Sao Tome and Principe";"Africa";"12/1/2003";"0.04";"";"66.00";"82.3846";"";"";"101315400.00";"0.12";"78.00";"";"0.052";"0.10";"0.296";"66";"62";"0.00";"1.00";"0.426";"0.53";"0.04";"147455.00";"0.56";"7400000.00";"1800000.00";663
"Senegal";"Africa";"12/1/2003";"0.04";"";"5013.00";"59";"";"2556.00";"6858952717.00";"0.05";"35.00";"";"0.062";"0.00";"";"61";"58";"0.10";"1.00";"0.445";"0.52";"0.03";"10673535.00";"0.41";"269000000.00";"129000000.00";664
"Seychelles";"Africa";"12/1/2003";"0.02";"";"557.00";"24";"";"";"703096503.00";"0.05";"403.00";"";"0.012";"0.10";"0.106";"76";"66";"0.60";"1.00";"0.258";"0.66";"0.08";"82800.00";"0.51";"258000000.00";"54000000.00";665
"Sierra Leone";"Africa";"12/1/2003";"0.04";"";"653.00";"26";"";"";"1371442566.00";"0.16";"45.00";"";"0.133";"0.00";"0.200";"41";"40";"0.00";"1.00";"0.428";"0.55";"0.02";"4712763.00";"0.36";"60000000.00";"38000000.00";666
"Somalia";"Africa";"12/1/2003";"0.05";"";"576.00";"0";"";"";"";"";"";"";"0.105";"0.00";"";"53";"50";"0.00";"1.00";"0.476";"0.50";"0.03";"8037706.00";"0.34";"";"";667
"South Africa";"Africa";"12/1/2003";"0.02";"";"380811.00";"38";"";"117374.00";"168219325184.00";"0.09";"310.00";"";"0.053";"0.10";"0.150";"54";"51";"0.40";"1.00";"0.316";"0.65";"0.04";"46409243.00";"0.58";"6674000000.00";"3655000000.00";668
"Sudan";"Africa";"12/1/2003";"0.04";"";"9072.00";"26.0769";"";"14725.00";"17646271397.00";"0.04";"23.00";"";"0.064";"0.00";"";"61";"57";"0.00";"1.00";"0.435";"0.54";"0.03";"29973979.00";"0.33";"17000000.00";"119000000.00";670
"Swaziland";"Africa";"12/1/2003";"0.03";"";"1041.00";"36";"";"";"1854020496.00";"0.06";"98.00";"";"0.082";"0.00";"0.146";"46";"46";"0.10";"1.00";"0.430";"0.54";"0.03";"1087929.00";"0.22";"70000000.00";"23000000.00";671
"Tanzania";"Africa";"12/1/2003";"0.04";"";"3806.00";"28";"";"15491.00";"11659129815.00";"0.04";"12.00";"";"0.066";"0.00";"0.145";"53";"51";"0.00";"1.00";"0.446";"0.52";"0.03";"36760831.00";"0.24";"654000000.00";"375000000.00";672
"Togo";"Africa";"12/1/2003";"0.04";"";"1463.00";"65";"";"2303.00";"1673690390.00";"0.06";"18.00";"";"0.072";"0.00";"";"55";"53";"0.00";"1.00";"0.433";"0.54";"0.03";"5258956.00";"0.34";"26000000.00";"37000000.00";673
"Tunisia";"Africa";"12/1/2003";"0.02";"";"21397.00";"11";"";"8028.00";"27453084983.00";"0.05";"151.00";"";"0.022";"0.10";"";"75";"71";"0.20";"1.00";"0.272";"0.66";"0.07";"9839800.00";"0.65";"1935000000.00";"355000000.00";674
"Uganda";"Africa";"12/1/2003";"0.05";"";"1709.00";"34";"";"";"6336696289.00";"0.08";"18.00";"";"0.077";"0.00";"0.189";"51";"51";"0.00";"1.00";"0.494";"0.48";"0.03";"26838428.00";"0.13";"185000000.00";"";675
"Zambia";"Africa";"12/1/2003";"0.05";"";"2101.00";"35";"";"6828.00";"4341841414.00";"0.07";"27.00";"";"0.086";"0.00";"0.406";"45";"44";"0.00";"1.00";"0.464";"0.51";"0.03";"10894519.00";"0.36";"88000000.00";"115000000.00";676
"Zimbabwe";"Africa";"12/1/2003";"0.03";"";"10627.00";"97";"";"9500.00";"5727591778.00";"";"";"";"0.058";"0.10";"0.973";"42";"43";"0.00";"1.00";"0.416";"0.55";"0.04";"12673103.00";"0.35";"61000000.00";"";677
"Afghanistan";"Asia";"12/1/2003";"0.05";"";"583.00";"5.61538";"";"";"4583648922.00";"0.10";"18.00";"";"0.088";"0.00";"";"57";"55";"0.00";"1.00";"0.494";"0.49";"0.02";"23116142.00";"0.22";"";"";678
"Armenia";"Asia";"12/1/2003";"0.01";"";"3429.00";"18";"";"1981.00";"2807061009.00";"0.06";"51.00";"";"0.023";"0.00";"0.208";"76";"69";"0.00";"1.00";"0.233";"0.66";"0.11";"3036032.00";"0.64";"90000000.00";"97000000.00";679
"Azerbaijan";"Asia";"12/1/2003";"0.01";"";"30616.00";"105";"";"12158.00";"7275766111.00";"0.07";"57.00";"";"0.050";"";"0.155";"71";"65";"0.10";"1.00";"0.280";"0.66";"0.06";"8234100.00";"0.52";"70000000.00";"120000000.00";680
"Bangladesh";"Asia";"12/1/2003";"0.03";"";"33883.00";"50";"";"21713.00";"51913661485.00";"0.03";"11.00";"";"0.056";"0.00";"0.160";"67";"66";"0.00";"1.00";"0.354";"0.61";"0.04";"139185986.00";"0.25";"59000000.00";"389000000.00";681
"Bhutan";"Asia";"12/1/2003";"0.03";"";"378.00";"62";"";"";"622026107.00";"0.05";"51.00";"";"0.051";"0.00";"0.150";"63";"62";"0.00";"1.00";"0.365";"0.60";"0.04";"616383.00";"0.29";"8000000.00";"";682
"Brunei Darussalam";"Asia";"12/1/2003";"0.02";"";"5357.00";"59.3077";"";"2505.00";"6557333067.00";"0.03";"575.00";"";"0.008";"0.20";"0.055";"79";"75";"0.50";"1.00";"0.295";"0.68";"0.03";"353649.00";"0.73";"124000000.00";"469000000.00";683
"Cambodia";"Asia";"12/1/2003";"0.03";"";"2380.00";"94";"";"4115.00";"4658246907.00";"0.07";"26.00";"";"0.063";"0.00";"";"68";"62";"0.00";"1.00";"0.379";"0.58";"0.04";"12934369.00";"0.19";"441000000.00";"60000000.00";684
"China";"Asia";"12/1/2003";"0.01";"";"4525177.00";"48";"";"1427554.00";"1640958734582.00";"0.05";"61.00";"";"0.024";"0.10";"0.053";"75";"72";"0.20";"1.00";"0.225";"0.70";"0.07";"1288400000.00";"0.40";"18707000000.00";"16716000000.00";685
"Georgia";"Asia";"12/1/2003";"0.01";"";"3773.00";"25";"";"2705.00";"3991374540.00";"0.09";"74.00";"";"0.026";"0.00";"0.238";"76";"69";"0.20";"1.00";"0.197";"0.66";"0.14";"4328900.00";"0.52";"172000000.00";"170000000.00";686
"Hong Kong SAR, China";"Asia";"12/1/2003";"0.01";"";"40066.00";"11";"";"13608.00";"161384522525.00";"";"";"";"";"0.50";"0.050";"84";"79";"1.10";"1.00";"0.155";"0.73";"0.12";"6730800.00";"1.00";"9004000000.00";"11447000000.00";687
"India";"Asia";"12/1/2003";"0.02";"";"1281914.00";"89";"";"489507.00";"618356467438.00";"0.04";"24.00";"";"0.060";"0.00";"0.115";"65";"62";"0.00";"1.00";"0.330";"0.62";"0.05";"1093786762.00";"0.29";"4560000000.00";"4385000000.00";688
"Indonesia";"Asia";"12/1/2003";"0.02";"";"316792.00";"168";"";"165366.00";"234772458818.00";"0.03";"27.00";"";"0.036";"0.00";"0.169";"70";"66";"0.10";"1.00";"0.301";"0.65";"0.05";"218145617.00";"0.44";"4461000000.00";"4427000000.00";689
"Japan";"Asia";"12/1/2003";"0.01";"";"1237429.00";"31";"";"506237.00";"4302939184964.00";"0.08";"2693.00";"";"0.003";"0.50";"0.018";"85";"78";"0.70";"1.00";"0.141";"0.67";"0.19";"127718000.00";"0.83";"11475000000.00";"36505000000.00";690
"Kazakhstan";"Asia";"12/1/2003";"0.02";"";"153816.00";"26";"";"43041.00";"30833692831.00";"0.04";"77.00";"";"0.032";"0.00";"";"72";"61";"0.10";"1.00";"0.257";"0.67";"0.07";"14909018.00";"0.55";"638000000.00";"783000000.00";691
"Korea, Dem. Rep.";"Asia";"12/1/2003";"0.02";"";"77777.00";"0";"";"20027.00";"";"";"";"";"0.030";"";"";"71";"64";"";"1.00";"0.253";"0.68";"0.07";"23449180.00";"0.60";"";"";692
"Korea, Rep.";"Asia";"12/1/2003";"0.01";"";"466215.00";"17";"";"202717.00";"680520807982.00";"0.05";"695.00";"";"0.005";"0.70";"0.062";"81";"74";"0.70";"1.00";"0.199";"0.72";"0.09";"47859311.00";"0.81";"7005000000.00";"11063000000.00";693
"Kyrgyz Republic";"Asia";"12/1/2003";"0.02";"";"5328.00";"21";"";"2584.00";"1919012781.00";"0.05";"21.00";"";"0.037";"0.00";"0.191";"72";"65";"0.00";"1.00";"0.326";"0.62";"0.06";"5043300.00";"0.35";"62000000.00";"35000000.00";694
"Lao PDR";"Asia";"12/1/2003";"0.03";"";"1129.00";"153";"";"";"2023324407.00";"0.05";"18.00";"";"0.075";"0.00";"0.305";"65";"62";"0.00";"1.00";"0.418";"0.55";"0.04";"5619069.00";"0.25";"77000000.00";"5000000.00";695
"Macao SAR, China";"Asia";"12/1/2003";"0.01";"";"1536.00";"0";"";"";"7926373572.00";"";"";"";"";"0.30";"0.060";"81";"76";"0.80";"1.00";"0.197";"0.73";"0.07";"450711.00";"1.00";"5225000000.00";"471000000.00";696
"Malaysia";"Asia";"12/1/2003";"0.02";"";"160266.00";"37";"";"54619.00";"110202368421.00";"0.04";"172.00";"";"0.007";"0.40";"0.063";"76";"71";"0.40";"1.00";"0.315";"0.64";"0.04";"24890654.00";"0.65";"6799000000.00";"3401000000.00";697
"Maldives";"Asia";"12/1/2003";"0.02";"";"598.00";"13";"";"";"949867662.00";"0.06";"199.00";"";"0.025";"0.10";"0.140";"74";"71";"0.20";"1.00";"0.370";"0.59";"0.04";"287594.00";"0.31";"402000000.00";"60000000.00";698
"Mongolia";"Asia";"12/1/2003";"0.02";"";"8034.00";"20";"";"2525.00";"1595297301.00";"0.07";"48.00";"";"0.042";"";"0.319";"68";"61";"0.10";"1.00";"0.311";"0.65";"0.04";"2468595.00";"0.60";"154000000.00";"144000000.00";699
"Myanmar";"Asia";"12/1/2003";"0.02";"";"9846.00";"5.53846";"";"14064.00";"";"0.02";"4.00";"";"0.054";"0.00";"0.150";"65";"61";"0.00";"1.00";"0.290";"0.66";"0.05";"49577152.00";"0.28";"70000000.00";"36000000.00";700
"Nepal";"Asia";"12/1/2003";"0.03";"";"2952.00";"31";"";"8707.00";"6330476435.00";"0.05";"14.00";"";"0.052";"0.00";"0.074";"65";"63";"0.00";"1.00";"0.399";"0.56";"0.04";"24525527.00";"0.15";"232000000.00";"119000000.00";701
"Pakistan";"Asia";"12/1/2003";"0.03";"";"118895.00";"24";"";"68695.00";"83244801093.00";"0.03";"16.00";"";"0.083";"0.10";"";"65";"64";"0.00";"1.00";"0.395";"0.56";"0.04";"152419974.00";"0.34";"620000000.00";"1163000000.00";702
"Philippines";"Asia";"12/1/2003";"0.03";"";"71532.00";"49";"";"38822.00";"83908205720.00";"0.03";"33.00";"";"0.029";"0.00";"0.095";"71";"64";"0.30";"1.00";"0.377";"0.59";"0.03";"82604681.00";"0.47";"1821000000.00";"1649000000.00";703
"Singapore";"Asia";"12/1/2003";"0.01";"";"31133.00";"8";"";"25634.00";"97002305536.00";"0.04";"823.00";"";"0.003";"0.50";"0.053";"82";"77";"0.80";"1.00";"0.201";"0.72";"0.08";"4114800.00";"1.00";"3842000000.00";"8382000000.00";704
"Sri Lanka";"Asia";"12/1/2003";"0.02";"";"10660.00";"58";"";"8682.00";"18881765437.00";"0.04";"38.00";"";"0.013";"0.00";"0.103";"77";"70";"0.10";"1.00";"0.258";"0.68";"0.07";"19173000.00";"0.18";"709000000.00";"462000000.00";705
"Tajikistan";"Asia";"12/1/2003";"0.03";"";"2076.00";"30.5385";"";"2170.00";"1554125543.00";"0.05";"11.00";"";"0.061";"0.00";"0.167";"69";"61";"0.00";"1.00";"0.402";"0.56";"0.04";"6529609.00";"0.26";"6200000.00";"2100000.00";706
"Thailand";"Asia";"12/1/2003";"0.01";"";"232198.00";"33";"";"89107.00";"142640079033.00";"0.04";"79.00";"";"0.017";"0.10";"0.059";"75";"68";"0.30";"1.00";"0.231";"0.70";"0.07";"64488338.00";"0.35";"10456000000.00";"3538000000.00";707
"Timor-Leste";"Asia";"12/1/2003";"0.04";"";"161.00";"97.0769";"";"";"436500000.00";"0.08";"24.00";"";"0.072";"";"0.167";"63";"60";"0.00";"1.00";"0.491";"0.48";"0.03";"933369.00";"0.25";"";"";708
"Turkmenistan";"Asia";"12/1/2003";"0.02";"";"42215.00";"0";"";"17629.00";"5977440583.00";"0.04";"95.00";"";"0.062";"0.00";"";"68";"60";"0.00";"1.00";"0.342";"0.61";"0.05";"4648037.00";"0.47";"";"";709
"Uzbekistan";"Asia";"12/1/2003";"0.02";"";"122683.00";"29";"";"51412.00";"10128112401.00";"0.05";"20.00";"";"0.049";"0.00";"";"71";"64";"0.00";"1.00";"0.349";"0.61";"0.05";"25567650.00";"0.37";"48000000.00";"";710
"Vietnam";"Asia";"12/1/2003";"0.02";"";"78767.00";"59";"";"35111.00";"42717072778.00";"0.05";"25.00";"";"0.025";"0.00";"0.095";"79";"70";"0.00";"1.00";"0.289";"0.65";"0.07";"80468400.00";"0.26";"1400000000.00";"";711
"Albania";"Europe";"12/1/2003";"0.02";"";"4294.00";"41";"";"1976.00";"5652325082.00";"0.06";"108.00";"";"0.020";"0.00";"0.143";"79";"72";"0.30";"1.00";"0.282";"0.64";"0.08";"3033659.00";"0.45";"537000000.00";"507000000.00";712
"Andorra";"Europe";"12/1/2003";"0.01";"";"535.00";"0";"";"";"1917948475.00";"0.06";"1891.00";"";"0.003";"0.10";"";"";"";"0.70";"1.00";"";"";"";"75643.00";"0.91";"";"";713
"Austria";"Europe";"12/1/2003";"0.01";"";"72317.00";"25";"";"32214.00";"253945776524.00";"0.10";"3223.00";"";"0.004";"0.40";"";"82";"76";"0.90";"1.00";"0.165";"0.68";"0.16";"8121423.00";"0.66";"15128000000.00";"9761000000.00";714
"Belarus";"Europe";"12/1/2003";"0.01";"";"53722.00";"79";"";"26009.00";"17825436035.00";"0.07";"120.00";"";"0.009";"";"0.240";"75";"63";"0.10";"1.00";"0.166";"0.69";"0.14";"9797000.00";"0.71";"339000000.00";"436000000.00";715
"Belgium";"Europe";"12/1/2003";"0.01";"";"114836.00";"56";"";"59242.00";"311689616253.00";"0.10";"3000.00";"";"0.004";"0.50";"0.069";"81";"75";"0.80";"1.00";"0.173";"0.66";"0.17";"10376133.00";"0.97";"8848000000.00";"13402000000.00";716
"Bosnia and Herzegovina";"Europe";"12/1/2003";"0.01";"";"23238.00";"68";"";"4400.00";"8370020196.00";"0.08";"174.00";"";"0.007";"0.00";"0.109";"78";"73";"0.30";"1.00";"0.194";"0.68";"0.12";"3895779.00";"0.39";"404000000.00";"145000000.00";717
"Bulgaria";"Europe";"12/1/2003";"0.01";"";"47308.00";"32";"";"19399.00";"20668176834.00";"0.08";"201.00";"";"0.016";"0.10";"0.085";"76";"69";"0.40";"1.00";"0.143";"0.69";"0.17";"7823557.00";"0.70";"2051000000.00";"1467000000.00";718
"Croatia";"Europe";"12/1/2003";"0.01";"";"23542.00";"29";"";"8812.00";"34143409062.00";"0.06";"495.00";"";"0.006";"0.20";"0.116";"78";"71";"0.60";"1.00";"0.164";"0.67";"0.17";"4440000.00";"0.56";"6513000000.00";"709000000.00";719
"Cyprus";"Europe";"12/1/2003";"0.01";"";"7748.00";"3.07692";"";"2332.00";"13319544758.00";"0.07";"1235.00";"";"0.005";"0.30";"0.069";"81";"76";"0.60";"1.00";"0.209";"0.69";"0.11";"998142.00";"0.69";"2325000000.00";"700000000.00";720
"Czech Republic";"Europe";"12/1/2003";"0.01";"";"122379.00";"40";"";"44415.00";"95292530753.00";"0.07";"666.00";"";"0.005";"0.30";"0.059";"79";"72";"1.00";"1.00";"0.154";"0.71";"0.14";"10193998.00";"0.74";"4069000000.00";"2177000000.00";721
"Denmark";"Europe";"12/1/2003";"0.01";"";"55735.00";"7";"";"20087.00";"212621855883.00";"0.10";"3756.00";"";"0.004";"0.80";"";"80";"75";"0.90";"1.00";"0.188";"0.66";"0.15";"5390574.00";"0.85";"5271000000.00";"6659000000.00";722
"Estonia";"Europe";"12/1/2003";"0.01";"";"17052.00";"72";"";"5188.00";"9845187817.00";"0.05";"352.00";"";"0.007";"0.50";"0.055";"77";"66";"0.80";"1.00";"0.161";"0.68";"0.16";"1370720.00";"0.69";"883000000.00";"404000000.00";723
